City_ID,City,Lat,Lng,Max Temp,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs),Humidity,Cloudiness,Wind Speed,Country,Date
233,Tautira,-17.73,-149.15,87.8,few clouds,0.0,0.0,52,12,5.82,PF,2020-04-24 03:13:43
234,Vieste,41.88,16.18,50.0,clear sky,0.0,0.0,81,5,4.7,IT,2020-04-24 03:13:43
235,Chulman,56.85,124.91,37.06,few clouds,0.0,0.0,56,12,12.48,RU,2020-04-24 03:13:44
236,Ko Samui,9.54,99.94,80.6,few clouds,0.0,0.0,94,20,2.24,TH,2020-04-24 03:13:44
237,Erenhot,43.65,111.98,58.12,clear sky,0.0,0.0,21,0,27.83,CN,2020-04-24 03:13:45
238,Birnin Kebbi,12.45,4.2,88.88,overcast clouds,0.0,0.0,37,91,9.78,NG,2020-04-24 03:13:45
239,Beyneu,45.32,55.2,47.08,overcast clouds,0.0,0.0,54,98,11.18,KZ,2020-04-24 03:13:45
240,Esperance,-33.87,121.9,71.6,broken clouds,0.0,0.0,60,75,9.17,AU,2020-04-24 03:13:45
241,Anadyr,64.75,177.48,12.2,broken clouds,0.0,0.0,85,75,6.71,RU,2020-04-24 03:13:46
242,Qaqortoq,60.72,-46.03,35.6,overcast clouds,0.0,0.0,80,99,1.12,GL,2020-04-24 03:13:46
243,Gizo,-8.1,156.84,84.52,light rain,1.43,0.0,71,71,6.02,SB,2020-04-24 03:13:46
244,Temiscaming,46.72,-79.1,33.8,broken clouds,0.0,0.0,26,75,8.05,CA,2020-04-24 03:13:46
245,Iqaluit,63.75,-68.51,26.6,broken clouds,0.0,0.0,68,75,3.36,CA,2020-04-24 03:13:47
246,Marabba,12.35,32.18,77.11,scattered clouds,0.0,0.0,14,44,7.09,SD,2020-04-24 03:13:47
247,Lompoc,34.64,-120.46,64.4,clear sky,0.0,0.0,63,1,10.29,US,2020-04-24 03:09:44
248,Usinsk,65.99,57.53,22.1,overcast clouds,0.0,0.0,96,99,16.51,RU,2020-04-24 03:10:56
249,Yar-Sale,66.83,70.83,23.07,overcast clouds,0.0,0.0,93,100,18.34,RU,2020-04-24 03:10:00
250,Nantucket,41.28,-70.1,44.6,scattered clouds,0.0,0.0,69,40,10.29,US,2020-04-24 03:09:43
251,Nicoya,10.15,-85.45,73.0,light rain,0.43,0.0,84,99,7.0,CR,2020-04-24 03:13:49
252,Pervomayskoye,43.92,46.71,44.83,few clouds,0.0,0.0,63,19,4.45,RU,2020-04-24 03:13:49
253,Port Moresby,-9.44,147.18,86.0,haze,0.0,0.0,74,40,13.87,PG,2020-04-24 03:13:49
254,Richards Bay,-28.78,32.04,72.16,scattered clouds,0.0,0.0,79,43,4.38,ZA,2020-04-24 03:13:50
255,Denpasar,-8.65,115.22,86.0,few clouds,0.0,0.0,84,20,13.87,ID,2020-04-24 03:11:26
256,Panaba,21.28,-88.27,80.82,few clouds,0.0,0.0,69,13,12.35,MX,2020-04-24 03:13:50
257,Carnarvon,-24.87,113.63,78.8,clear sky,0.0,0.0,69,0,18.34,AU,2020-04-24 03:13:50
258,Hasaki,35.73,140.83,61.0,light intensity shower rain,0.0,0.0,58,75,10.29,JP,2020-04-24 03:13:50
259,Fort Nelson,58.81,-122.7,48.2,overcast clouds,0.0,0.0,57,90,10.29,CA,2020-04-24 03:13:51
260,Vysokaya Gora,55.91,49.3,26.6,clear sky,0.0,0.0,86,1,6.71,RU,2020-04-24 03:13:51
261,Sobolevo,54.43,31.9,41.04,overcast clouds,0.0,0.0,83,94,4.79,RU,2020-04-24 03:13:51
262,Manokwari,-0.87,134.08,84.94,light rain,0.18,0.0,69,63,2.1,ID,2020-04-24 03:13:52
263,Umm Lajj,25.02,37.27,72.93,clear sky,0.0,0.0,67,0,2.06,SA,2020-04-24 03:13:52
264,Nizhniy Kuranakh,58.84,125.49,39.65,light snow,0.0,0.15,65,91,4.0,RU,2020-04-24 03:13:52
265,Paamiut,61.99,-49.67,35.22,broken clouds,0.0,0.0,86,82,6.08,GL,2020-04-24 03:13:52
266,Victor Harbor,-35.57,138.62,68.0,few clouds,0.0,0.0,67,17,4.9,AU,2020-04-24 03:13:53
267,Bhag,29.04,67.82,91.18,clear sky,0.0,0.0,21,0,3.4,PK,2020-04-24 03:13:53
268,Esil,51.96,66.4,47.41,light rain,0.12,0.0,61,100,12.73,KZ,2020-04-24 03:13:54
269,Pune,18.52,73.86,84.78,clear sky,0.0,0.0,30,0,5.7,IN,2020-04-24 03:09:23
270,Pevek,69.7,170.31,25.66,clear sky,0.0,0.0,88,0,4.16,RU,2020-04-24 03:13:54
271,Kahului,20.89,-156.47,82.4,scattered clouds,0.0,0.0,51,40,17.22,US,2020-04-24 03:09:40
272,Nouakchott,18.09,-15.98,66.2,broken clouds,0.0,0.0,77,64,20.8,MR,2020-04-24 03:13:55
273,Slave Lake,55.28,-114.77,48.2,broken clouds,0.0,0.0,45,75,12.75,CA,2020-04-24 03:13:56
274,Grand Gaube,-20.01,57.66,75.99,moderate rain,0.0,0.0,89,14,7.0,MU,2020-04-24 03:10:03
275,Chimbote,-9.09,-78.58,68.41,clear sky,0.0,0.0,80,1,3.13,PE,2020-04-24 03:13:57
276,Bundu,23.18,85.58,73.4,haze,0.0,0.0,73,40,7.34,IN,2020-04-24 03:13:57
277,Singarayakonda,15.25,80.03,85.93,overcast clouds,0.0,0.0,64,90,11.97,IN,2020-04-24 03:13:57
278,Manono,-7.3,27.42,65.07,broken clouds,0.0,0.0,75,76,1.97,CD,2020-04-24 03:13:58
279,Beisfjord,68.38,17.6,33.8,light snow,0.0,0.87,86,100,21.92,NO,2020-04-24 03:13:59
280,Bhatkal,13.97,74.57,85.46,broken clouds,0.0,0.0,65,79,2.19,IN,2020-04-24 03:14:00
281,Airai,-8.93,125.41,71.58,overcast clouds,0.0,0.0,49,87,4.99,TL,2020-04-24 03:14:00
282,Antsohihy,-14.88,47.99,71.62,scattered clouds,0.0,0.0,87,25,3.29,MG,2020-04-24 03:14:00
283,Husavik,66.04,-17.34,35.6,scattered clouds,0.0,0.0,75,46,10.29,IS,2020-04-24 03:09:57
284,Port Lincoln,-34.73,135.87,66.58,few clouds,0.0,0.0,61,21,3.49,AU,2020-04-24 03:14:01
285,Kungurtug,50.6,97.52,60.04,broken clouds,0.0,0.0,18,74,2.19,RU,2020-04-24 03:14:01
286,Posadas,-27.37,-55.9,65.57,clear sky,0.0,0.0,57,0,4.99,AR,2020-04-24 03:14:01
287,Orhei,47.38,28.82,41.0,scattered clouds,0.0,0.0,52,25,8.05,MD,2020-04-24 03:14:02
288,Morondava,-20.28,44.28,74.46,clear sky,0.0,0.0,82,6,4.68,MG,2020-04-24 03:14:03
289,Tuatapere,-46.13,167.68,60.01,overcast clouds,0.0,0.0,63,90,8.99,NZ,2020-04-24 03:14:04
290,Ibipeba,-11.64,-42.01,67.82,clear sky,0.0,0.0,75,5,6.51,BR,2020-04-24 03:14:05
291,Mahabad,36.76,45.72,51.48,light rain,0.33,0.0,49,8,5.08,IR,2020-04-24 03:14:05
292,Yerbogachen,61.28,108.01,42.75,clear sky,0.0,0.0,57,1,3.36,RU,2020-04-24 03:14:06
293,Mitsamiouli,-11.38,43.28,82.18,light rain,1.51,0.0,70,17,2.95,KM,2020-04-24 03:14:07
294,Pauini,-7.71,-66.98,74.25,light rain,0.56,0.0,91,88,1.79,BR,2020-04-24 03:14:07
295,Davila,18.47,120.58,87.8,scattered clouds,0.0,0.0,70,40,17.22,PH,2020-04-24 03:14:08
296,Pasighat,28.07,95.33,71.29,overcast clouds,0.0,0.0,61,100,1.86,IN,2020-04-24 03:14:08
297,Ukiah,39.15,-123.21,68.0,clear sky,0.0,0.0,34,1,6.93,US,2020-04-24 03:12:08
298,Vila Franca Do Campo,37.72,-25.43,60.8,few clouds,0.0,0.0,77,20,6.93,PT,2020-04-24 03:14:09
299,Walvis Bay,-22.96,14.51,60.01,clear sky,0.0,0.0,87,1,4.7,NA,2020-04-24 03:14:09
300,Padang,-0.95,100.35,88.7,broken clouds,0.0,0.0,55,76,1.16,ID,2020-04-24 03:14:09
301,Dudinka,69.41,86.18,35.6,scattered clouds,0.0,0.0,100,40,13.42,RU,2020-04-24 03:14:10
302,Russell,32.35,-85.2,64.4,overcast clouds,0.0,0.0,93,90,8.05,US,2020-04-24 03:14:10
303,Boras,57.72,12.94,39.2,scattered clouds,0.0,0.0,86,37,1.88,SE,2020-04-24 03:14:12
304,Starodub,52.58,32.76,41.56,broken clouds,0.0,0.0,85,77,6.06,RU,2020-04-24 03:14:12
305,Chervone,49.96,28.86,42.17,few clouds,0.0,0.0,80,13,8.01,UA,2020-04-24 03:14:12
306,Diffa,13.32,12.61,82.96,clear sky,0.0,0.0,13,0,9.01,NE,2020-04-24 03:14:13
307,Imeni Poliny Osipenko,52.42,136.49,37.36,overcast clouds,0.0,0.0,68,100,18.59,RU,2020-04-24 03:14:13
308,Svobodnyy,51.4,128.13,41.5,clear sky,0.0,0.0,56,4,11.7,RU,2020-04-24 03:14:14
309,Itarema,-2.92,-39.92,77.0,light rain,2.21,0.0,87,90,3.44,BR,2020-04-24 03:14:14
310,Odweyne,9.41,45.06,72.75,light rain,0.35,0.0,55,16,6.87,SO,2020-04-24 03:14:15
311,Mankono,8.06,-6.19,74.61,moderate rain,3.05,0.0,84,100,3.24,CI,2020-04-24 03:14:15
312,High Prairie,55.43,-116.49,43.03,light rain,0.58,0.0,65,100,5.12,CA,2020-04-24 03:14:16
313,Ploemeur,47.73,-3.43,55.4,overcast clouds,0.0,0.0,82,90,2.24,FR,2020-04-24 03:14:16
314,Santa Cruz De La Palma,28.68,-17.76,62.6,broken clouds,0.0,0.0,77,75,11.41,ES,2020-04-24 03:14:17
315,Kasongo-Lunda,-6.47,16.82,71.02,overcast clouds,0.0,0.0,78,97,1.61,CD,2020-04-24 03:14:17
316,Kilis,36.72,37.12,46.4,scattered clouds,0.0,0.0,93,40,2.82,TR,2020-04-24 03:14:17
317,San Quintin,30.48,-115.95,68.23,clear sky,0.0,0.0,60,0,5.26,MX,2020-04-24 03:14:18
318,Najran,17.49,44.13,71.6,scattered clouds,0.0,0.0,60,37,1.86,SA,2020-04-24 03:14:18
319,Bardiyah,31.76,25.09,60.31,light rain,0.2,0.0,82,62,28.86,LY,2020-04-24 03:14:19
320,Porbandar,21.64,69.61,84.65,few clouds,0.0,0.0,64,18,12.97,IN,2020-04-24 03:14:19
321,Caconda,-13.73,15.07,53.26,clear sky,0.0,0.0,51,0,3.4,AO,2020-04-24 03:14:20
322,Kandrian,-6.22,149.55,82.81,moderate rain,8.74,0.0,83,100,8.59,PG,2020-04-24 03:14:20
323,Cuiaba,-15.6,-56.1,77.0,broken clouds,0.0,0.0,73,67,1.81,BR,2020-04-24 03:13:52
324,Puerto Rico,-26.8,-55.02,64.49,clear sky,0.0,0.0,59,0,2.71,AR,2020-04-24 03:14:21
325,Asfi,32.3,-9.24,62.49,light rain,0.66,0.0,83,68,5.57,MA,2020-04-24 03:14:21
326,San Patricio,19.22,-104.7,73.6,scattered clouds,0.0,0.0,70,47,1.77,MX,2020-04-24 03:09:50
327,Launceston,-41.45,147.17,60.01,broken clouds,0.0,0.0,67,75,20.8,AU,2020-04-24 03:14:21
328,Tianmen,30.65,113.16,70.63,broken clouds,0.0,0.0,42,74,6.71,CN,2020-04-24 03:14:22
329,Mackay,-21.15,149.2,82.99,clear sky,0.0,0.0,54,4,12.75,AU,2020-04-24 03:10:26
330,Muros,42.78,-9.06,48.99,scattered clouds,0.0,0.0,91,37,4.65,ES,2020-04-24 03:09:59
331,Kochubey,44.39,46.58,47.17,clear sky,0.0,0.0,55,2,5.48,RU,2020-04-24 03:14:22
332,Stephenville,32.22,-98.2,70.0,clear sky,0.0,0.0,49,1,6.93,US,2020-04-24 03:13:27
333,Hambantota,6.12,81.12,83.55,broken clouds,0.0,0.0,75,63,5.53,LK,2020-04-24 03:14:23
334,Warrington,53.39,-2.58,48.2,overcast clouds,0.0,0.0,81,91,8.05,GB,2020-04-24 03:14:23
335,Gat,31.61,34.76,61.0,few clouds,0.0,0.0,77,19,1.01,IL,2020-04-24 03:14:23
336,Catamarca,-28.47,-65.79,73.09,clear sky,0.0,0.0,45,4,6.31,AR,2020-04-24 03:12:50
337,Kalagarh,29.5,78.75,83.82,clear sky,0.0,0.0,26,0,3.96,IN,2020-04-24 03:14:24
338,Goderich,43.75,-81.72,43.0,overcast clouds,0.0,0.0,40,100,10.27,CA,2020-04-24 03:14:25
339,Tessalit,20.2,1.01,79.7,clear sky,0.0,0.0,14,3,11.5,ML,2020-04-24 03:14:25
340,Omboue,-1.57,9.26,78.28,overcast clouds,0.0,0.0,89,99,4.94,GA,2020-04-24 03:14:26
341,Kongwa,-6.2,36.42,64.17,light rain,0.3,0.0,71,98,1.3,TZ,2020-04-24 03:14:26
342,Sibolga,1.74,98.78,88.34,scattered clouds,0.0,0.0,60,48,1.7,ID,2020-04-24 03:14:27
343,Colesberg,-30.72,25.1,60.24,light rain,0.29,0.0,45,98,6.89,ZA,2020-04-24 03:14:27
344,Ossora,59.24,163.07,30.15,light snow,0.0,0.33,97,100,13.69,RU,2020-04-24 03:14:28
345,Puerto El Triunfo,13.28,-88.55,82.4,haze,0.0,0.0,83,20,1.12,SV,2020-04-24 03:14:29
346,Kangaatsiaq,68.31,-53.46,30.6,clear sky,0.0,0.0,96,7,6.55,GL,2020-04-24 03:14:29
347,Mount Gambier,-37.83,140.77,60.8,overcast clouds,0.0,0.0,72,90,12.75,AU,2020-04-24 03:10:01
348,Amapa,1.0,-52.0,71.13,overcast clouds,0.0,0.0,95,100,1.97,BR,2020-04-24 03:14:31
349,Pangnirtung,66.15,-65.71,23.02,overcast clouds,0.0,0.0,89,100,3.67,CA,2020-04-24 03:10:35
350,Santa Isabel Do Rio Negro,-0.41,-65.02,74.25,broken clouds,0.0,0.0,83,66,1.45,BR,2020-04-24 03:11:07
351,Luderitz,-26.65,15.16,71.6,overcast clouds,0.0,0.0,60,92,8.05,NA,2020-04-24 03:14:31
352,Rockport,28.02,-97.05,78.8,clear sky,0.0,0.0,65,1,11.41,US,2020-04-24 03:14:32
353,Alofi,-19.06,-169.92,87.8,scattered clouds,0.0,0.0,70,40,8.05,NU,2020-04-24 03:09:41
354,Burnie,-41.07,145.92,60.01,overcast clouds,0.0,0.0,62,100,15.99,AU,2020-04-24 03:14:32
355,Limulunga,-15.1,23.14,59.41,few clouds,0.0,0.0,54,18,4.94,ZM,2020-04-24 03:14:33
356,Englewood,39.65,-104.99,55.99,overcast clouds,0.0,0.0,29,90,14.99,US,2020-04-24 03:14:33
357,Kilinochchi,9.4,80.4,86.2,overcast clouds,0.0,0.0,64,93,7.07,LK,2020-04-24 03:14:34
358,Buraydah,26.33,43.98,68.0,clear sky,0.0,0.0,68,0,3.36,SA,2020-04-24 03:14:34
359,Balakhta,55.38,91.6,66.76,overcast clouds,0.0,0.0,37,100,5.95,RU,2020-04-24 03:14:35
360,Caraballeda,10.61,-66.85,70.0,few clouds,0.0,0.0,57,13,6.29,VE,2020-04-24 03:14:36
361,Ajdabiya,30.76,20.23,62.83,clear sky,0.0,0.0,77,1,17.56,LY,2020-04-24 03:14:36
362,Uchiza,-8.46,-76.46,71.26,light rain,0.28,0.0,68,98,3.67,PE,2020-04-24 03:14:37
363,Batagay-Alyta,67.8,130.41,28.09,overcast clouds,0.0,0.0,86,95,4.5,RU,2020-04-24 03:14:37
364,Vestmannaeyjar,63.44,-20.27,45.01,scattered clouds,0.0,0.0,89,33,22.21,IS,2020-04-24 03:10:36
365,Maraa,-1.83,-65.37,74.55,broken clouds,0.0,0.0,90,64,1.7,BR,2020-04-24 03:10:34
366,Berlevag,70.86,29.09,28.51,light snow,0.0,0.49,95,100,30.02,NO,2020-04-24 03:14:38
367,Ulladulla,-35.35,150.47,79.0,clear sky,0.0,0.0,31,0,6.93,AU,2020-04-24 03:14:38
368,Tura,25.52,90.22,69.84,light rain,2.67,0.0,74,100,1.99,IN,2020-04-24 03:14:39
369,Salym,60.06,71.48,34.39,snow,0.0,2.66,90,100,3.53,RU,2020-04-24 03:14:39
370,Boyolangu,-8.12,111.89,85.53,overcast clouds,0.0,0.0,67,95,4.76,ID,2020-04-24 03:14:40
371,Auki,-8.77,160.7,83.17,light rain,0.95,0.0,74,93,6.98,SB,2020-04-24 03:10:42
372,Zhigansk,66.77,123.37,31.3,broken clouds,0.0,0.0,98,72,8.34,RU,2020-04-24 03:14:40
373,Fortuna,40.6,-124.16,55.0,overcast clouds,0.0,0.0,100,90,6.93,US,2020-04-24 03:14:42
374,Malanje,-9.54,16.34,62.55,overcast clouds,0.0,0.0,69,98,3.62,AO,2020-04-24 03:14:43
375,Itoman,26.12,127.67,66.2,broken clouds,0.0,0.0,55,75,16.11,JP,2020-04-24 03:14:43
376,Sisimiut,66.94,-53.67,34.0,clear sky,0.0,0.0,89,6,2.98,GL,2020-04-24 03:14:45
377,Bengkulu,-3.8,102.27,87.22,overcast clouds,0.0,0.0,62,98,1.28,ID,2020-04-24 03:11:21
378,Clyde River,70.47,-68.59,1.4,overcast clouds,0.0,0.0,84,90,5.82,CA,2020-04-24 03:14:45
379,Llanelli,51.68,-4.16,57.0,clear sky,0.0,0.0,87,3,4.7,GB,2020-04-24 03:14:45
380,Muhororo,0.94,30.76,61.36,scattered clouds,0.0,0.0,67,45,2.28,UG,2020-04-24 03:14:46
381,Boa Vista,2.82,-60.67,84.2,light rain,0.16,0.0,62,94,6.93,BR,2020-04-24 03:14:47
382,Mehamn,71.04,27.85,27.5,light snow,0.0,0.6,95,100,27.42,NO,2020-04-24 03:10:13
383,Kondinskoye,59.65,67.41,37.26,overcast clouds,0.0,0.0,76,98,9.55,RU,2020-04-24 03:14:47
384,Yiyang,28.59,112.33,68.95,overcast clouds,0.0,0.0,51,97,2.26,CN,2020-04-24 03:14:48
385,Talara,-4.58,-81.27,72.5,clear sky,0.0,0.0,75,6,10.22,PE,2020-04-24 03:14:48
386,Banda Aceh,5.56,95.32,83.97,overcast clouds,0.0,0.0,70,93,3.11,ID,2020-04-24 03:14:48
387,Millerovo,48.92,40.4,40.71,broken clouds,0.0,0.0,65,51,8.34,RU,2020-04-24 03:14:48
388,Geri,35.1,33.42,62.6,scattered clouds,0.0,0.0,82,40,8.05,CY,2020-04-24 03:14:49
389,Tabuk,17.42,121.44,87.73,scattered clouds,0.0,0.0,59,43,2.66,PH,2020-04-24 03:14:49
390,Kadhan,24.48,68.99,86.52,scattered clouds,0.0,0.0,39,47,17.72,PK,2020-04-24 03:14:50
391,East Stroudsburg,41.0,-75.18,46.99,overcast clouds,0.0,0.0,56,90,3.36,US,2020-04-24 03:13:38
392,Key Largo,25.09,-80.45,82.0,light rain,0.2,0.0,85,96,10.0,US,2020-04-24 03:14:50
393,Danshui,22.8,114.47,71.01,broken clouds,0.0,0.0,100,84,5.01,CN,2020-04-24 03:14:51
394,Kavaratti,10.57,72.64,85.84,broken clouds,0.0,0.0,65,83,9.1,IN,2020-04-24 03:13:08
395,Praia Da Vitoria,38.73,-27.07,60.8,broken clouds,0.0,0.0,87,75,6.85,PT,2020-04-24 03:14:53
396,Sohag,26.56,31.69,71.6,clear sky,0.0,0.0,24,0,9.17,EG,2020-04-24 03:14:53
397,Brae,60.4,-1.35,41.0,broken clouds,0.0,0.0,93,51,4.7,GB,2020-04-24 03:14:55
398,Mayor Pablo Lagerenza,-19.93,-60.77,75.56,clear sky,0.0,0.0,38,0,7.67,PY,2020-04-24 03:14:56
399,Provideniya,64.38,-173.3,30.2,clear sky,0.0,0.0,68,0,15.66,RU,2020-04-24 03:10:19
400,Emerald,-23.53,148.17,84.99,scattered clouds,0.0,0.0,45,40,8.05,AU,2020-04-24 03:14:56
401,Chalmette,29.94,-89.96,75.2,clear sky,0.0,0.0,78,1,6.24,US,2020-04-24 03:14:57
402,Laguna,38.42,-121.42,84.2,clear sky,0.0,0.0,20,1,10.29,US,2020-04-24 03:10:07
403,Faya,18.39,42.45,60.8,clear sky,0.0,0.0,54,7,1.32,SA,2020-04-24 03:14:57
404,Copiapo,-27.37,-70.33,59.0,broken clouds,0.0,0.0,77,60,4.7,CL,2020-04-24 03:14:57
405,Casablanca,33.59,-7.62,64.0,overcast clouds,0.0,0.0,93,97,5.82,MA,2020-04-24 03:14:58
406,Tiznit,29.58,-9.5,57.31,scattered clouds,0.0,0.0,71,48,3.62,MA,2020-04-24 03:14:58
407,Ostrovnoy,68.05,39.51,27.55,light snow,0.0,1.29,97,100,22.53,RU,2020-04-24 03:14:58
408,Ocean City,39.28,-74.57,50.0,moderate rain,0.0,0.0,87,90,6.93,US,2020-04-24 03:13:30
409,Meulaboh,4.14,96.13,85.6,overcast clouds,0.0,0.0,66,100,1.81,ID,2020-04-24 03:14:59
410,Dryden,49.78,-92.75,41.0,clear sky,0.0,0.0,65,1,8.05,CA,2020-04-24 03:14:59
411,Alta Floresta,-9.88,-56.09,71.4,broken clouds,0.0,0.0,87,66,1.86,BR,2020-04-24 03:14:59
412,Half Moon Bay,37.46,-122.43,69.8,clear sky,0.0,0.0,76,1,17.22,US,2020-04-24 03:14:59
413,Wakkanai,45.41,141.67,44.6,few clouds,0.0,0.0,52,20,23.04,JP,2020-04-24 03:15:00
414,Samarai,-10.62,150.67,83.53,light rain,0.28,0.0,70,76,8.25,PG,2020-04-24 03:15:00
415,Olean,42.08,-78.43,46.0,clear sky,0.0,0.0,93,1,3.36,US,2020-04-24 03:15:01
416,Prince George,53.92,-122.75,52.0,broken clouds,0.0,0.0,40,75,5.82,CA,2020-04-24 03:14:00
417,Rila,42.13,23.13,37.0,clear sky,0.0,0.0,79,0,1.99,BG,2020-04-24 03:15:01
418,Tigil,57.8,158.67,36.14,overcast clouds,0.0,0.0,83,99,10.98,RU,2020-04-24 03:15:02
419,La Ronge,55.1,-105.28,39.2,broken clouds,0.0,0.0,69,75,8.05,CA,2020-04-24 03:15:02
420,Cururupu,-1.83,-44.87,76.12,light rain,2.09,0.0,91,99,3.38,BR,2020-04-24 03:15:02
421,Dodge City,37.75,-100.02,62.6,clear sky,0.0,0.0,51,1,4.7,US,2020-04-24 03:15:02
422,Kamyzyak,46.11,48.07,37.4,clear sky,0.0,0.0,74,0,8.95,RU,2020-04-24 03:15:03
423,Xai-Xai,-25.05,33.64,69.82,few clouds,0.0,0.0,83,23,3.06,MZ,2020-04-24 03:15:03
424,Luganville,-15.53,167.17,82.4,overcast clouds,0.0,0.0,74,90,9.75,VU,2020-04-24 03:15:04
425,Boyuibe,-20.42,-63.28,70.77,clear sky,0.0,0.0,56,0,7.29,BO,2020-04-24 03:11:06
426,Daru,-9.08,143.21,83.91,light rain,0.73,0.0,74,4,12.64,PG,2020-04-24 03:15:05
427,Kapuskasing,49.42,-82.43,30.2,clear sky,0.0,0.0,30,5,5.82,CA,2020-04-24 03:15:05
428,Nichinan,31.6,131.37,62.6,few clouds,0.0,0.0,44,20,19.46,JP,2020-04-24 03:15:05
429,Sol-Iletsk,51.16,54.99,36.86,clear sky,0.0,0.0,73,0,15.17,RU,2020-04-24 03:15:07
430,Bannur,12.33,76.86,83.93,overcast clouds,0.0,0.0,45,86,3.47,IN,2020-04-24 03:15:07
431,Alice Springs,-23.7,133.88,89.6,clear sky,0.0,0.0,21,1,16.11,AU,2020-04-24 03:15:08
432,Namibe,-15.2,12.15,74.59,clear sky,0.0,0.0,68,0,7.14,AO,2020-04-24 03:15:08
433,Santa Ines,-3.67,-45.38,74.16,light rain,2.01,0.0,94,100,1.16,BR,2020-04-24 03:15:09
434,Aljezur,37.32,-8.8,62.01,broken clouds,0.0,0.0,76,78,7.56,PT,2020-04-24 03:15:10
435,Zhanakorgan,43.91,67.25,73.11,overcast clouds,0.0,0.0,36,100,4.97,KZ,2020-04-24 03:15:10
436,Muli,2.92,73.57,78.44,moderate rain,10.86,0.0,86,100,1.95,MV,2020-04-24 03:15:11
437,Saquarema,-22.92,-42.51,75.2,scattered clouds,0.0,0.0,78,40,4.7,BR,2020-04-24 03:15:11
438,Fez,34.04,-5.0,57.2,clear sky,0.0,0.0,76,10,4.7,MA,2020-04-24 03:15:12
439,Horta,38.53,-28.63,59.65,overcast clouds,0.0,0.0,76,95,5.73,PT,2020-04-24 03:15:12
440,Beloha,-25.17,45.05,68.95,clear sky,0.0,0.0,79,0,11.32,MG,2020-04-24 03:15:13
441,Warwick,41.7,-71.42,45.0,overcast clouds,0.0,0.0,48,90,4.7,US,2020-04-24 03:12:15
442,Avera,33.19,-82.53,62.6,overcast clouds,0.0,0.0,91,90,3.36,US,2020-04-24 03:10:30
443,Punta Alta,-38.88,-62.07,66.13,light rain,2.41,0.0,86,100,12.86,AR,2020-04-24 03:15:14
444,Maceio,-9.67,-35.74,79.5,light rain,0.52,0.0,82,100,6.42,BR,2020-04-24 03:12:07
445,Rivera,-30.91,-55.55,63.88,clear sky,0.0,0.0,64,6,7.11,UY,2020-04-24 03:15:15
446,Dongsheng,39.82,109.98,53.44,clear sky,0.0,0.0,16,0,24.29,CN,2020-04-24 03:11:38
447,Makakilo City,21.35,-158.09,82.4,clear sky,0.0,0.0,54,1,12.75,US,2020-04-24 03:15:11
448,San,13.3,-4.9,84.02,overcast clouds,0.0,0.0,50,97,20.24,ML,2020-04-24 03:15:02
449,Papar,5.73,115.93,89.6,few clouds,0.0,0.0,70,20,5.82,MY,2020-04-24 03:15:17
450,Missoula,47.02,-113.8,51.8,scattered clouds,0.0,0.0,57,40,11.41,US,2020-04-24 03:15:17
451,Paita,-5.09,-81.11,72.07,clear sky,0.0,0.0,73,0,10.49,PE,2020-04-24 03:15:19
452,Glazov,58.14,52.66,27.18,light snow,0.0,0.11,90,90,6.73,RU,2020-04-24 03:15:19
453,Kloulklubed,7.04,134.26,86.0,broken clouds,0.0,0.0,70,75,10.29,PW,2020-04-24 03:15:19
454,Egvekinot,66.32,-179.17,25.25,clear sky,0.0,0.0,93,9,5.5,RU,2020-04-24 03:15:21
455,Nome,64.5,-165.41,35.6,clear sky,0.0,0.0,64,1,13.87,US,2020-04-24 03:15:22
456,Betsiamites,48.94,-68.65,30.2,clear sky,0.0,0.0,62,1,13.87,CA,2020-04-24 03:15:22
457,Storsteinnes,69.24,19.23,30.2,broken clouds,0.0,0.0,68,65,17.22,NO,2020-04-24 03:15:22
458,Mahebourg,-20.41,57.7,75.99,light rain,0.32,0.0,89,46,8.99,MU,2020-04-24 03:15:23
459,San Giuseppe Jato,37.97,13.19,57.99,clear sky,0.0,0.0,96,6,5.01,IT,2020-04-24 03:15:23
460,Camacha,33.08,-16.33,60.8,scattered clouds,0.0,0.0,67,40,13.87,PT,2020-04-24 03:15:24
461,Freeport,40.66,-73.58,46.4,light rain,0.0,0.0,65,90,4.7,US,2020-04-24 03:13:08
462,Cabra,37.47,-4.44,55.99,overcast clouds,0.0,0.0,78,100,3.33,ES,2020-04-24 03:15:25
463,Cooma,-36.23,149.13,68.0,clear sky,0.0,0.0,32,0,13.87,AU,2020-04-24 03:15:25
464,Oussouye,12.48,-16.55,69.8,overcast clouds,0.0,0.0,88,100,11.41,SN,2020-04-24 03:15:25
465,Aykhal,66.0,111.5,39.2,overcast clouds,0.0,0.0,51,100,4.47,RU,2020-04-24 03:15:25
466,Bonthe,7.53,-12.51,76.64,moderate rain,4.6,0.0,81,100,10.27,SL,2020-04-24 03:15:25
467,Rawson,-43.3,-65.1,61.18,light rain,0.15,0.0,70,97,11.79,AR,2020-04-24 03:15:26
468,Pustoshka,56.34,29.37,41.11,overcast clouds,0.0,0.0,73,100,2.3,RU,2020-04-24 03:15:26
469,Chapais,49.78,-74.85,17.6,clear sky,0.0,0.0,44,1,4.7,CA,2020-04-24 03:15:26
